date,device_info,one_step_time(s)
2023-02-10 15:56:01,910B,0.0062499046325683
2023-02-10 15:56:18,910B,0.006739854812622
2023-02-10 15:56:35,910B,0.00628662109375
2023-02-10 15:57:04,910B,0.006268501281738281
